Node,EDDBM,Optimal
4292,0.0000604211,0.0000373408
4299,0.0000302105,0.0000345467
4347,0.0000201404,0.0000443135
4409,0.0000302105,0.0000345787
4430,0.0000302105,0.0000402158
4434,0.0000604211,0.0000373408
4439,0.0000302105,0.0000363444
4508,0.0000302105,0.0000345467
4518,0.0000302105,0.0000428109
4520,0.0000302105,0.0000417681
4531,0.0000302105,0.0000372837
4622,0.0000302105,0.0000418915
4712,0.0000604211,0.0000373408
4779,0.0000151053,0.0000633425
4803,0.0000076570,0.0000360368
4889,0.0000302105,0.0000418328
4891,0.0000151053,0.0000500594
4944,0.0000302105,0.0000493445
5078,0.0000302105,0.0000422555
5134,0.0000604211,0.0000441975
5202,0.0000302105,0.0000480774
5303,0.0000302105,0.0000530039
5310,0.0000302105,0.0000716186
5335,0.0000201404,0.0000518090
5357,0.0000046478,0.0000473663
5377,0.0000100702,0.0000432858
5453,0.0000604211,0.0000442420
5563,0.0000050351,0.0000631409
5572,0.0000604211,0.0000494162
5577,0.0000120842,0.0000490172
5589,0.0000302105,0.0000494162
5698,0.0000604211,0.0000494162
5747,0.0000302105,0.0000554527
5762,0.0000120842,0.0000705132
5837,0.0000604211,0.0000498852
5891,0.0000201404,0.0000508379
5904,0.0000604211,0.0000498852
5909,0.0000302105,0.0000589611
5987,0.0000229711,0.0000399426
5989,0.0000229711,0.0000399426
5990,0.0000229711,0.0000399426
6055,0.0000302105,0.0000668978
6145,0.0000229711,0.0000275504
6169,0.0000229711,0.0000275504
6214,0.0000302105,0.0000500919
6243,0.0000302105,0.0000531532
6258,0.0000302105,0.0000862527
6331,0.0000604211,0.0000714545
6335,0.0000302105,0.0000682826
6397,0.0000201404,0.0000647570
6422,0.0000114855,0.0000690573
6463,0.0000201404,0.0000540843
6572,0.0000229711,0.0000546827
6586,0.0000302105,0.0000732144
6596,0.0000302105,0.0000639707
6603,0.0000229711,0.0000457582
6607,0.0000229711,0.0000440584
6628,0.0000302105,0.0001596443
6725,0.0000302105,0.0000727533
6753,0.0000604211,0.0001063742
6802,0.0000604211,0.0000512973
6831,0.0000075526,0.0000592575
6896,0.0000201404,0.0000610406
6939,0.0000302105,0.0000665792
6954,0.0000114855,0.0000373268
7002,0.0000145613,0.0001374509
7098,0.0000076570,0.0000257197
7099,0.0000229711,0.0000470037
7141,0.0000229711,0.0000413789
7203,0.0000114855,0.0000381527
7247,0.0000114855,0.0000512682
7269,0.0000604211,0.0002809736
7281,0.0000114855,0.0000547652
7346,0.0000302105,0.0000769836
7347,0.0000229711,0.0000363126
7360,0.0000017771,0.0000631135
7395,0.0000076570,0.0000299761
7400,0.0000076570,0.0000329901
7401,0.0000229711,0.0000329901
7404,0.0000302105,0.0000661929
7408,0.0000229711,0.0000329901
7470,0.0000046478,0.0000700704
7483,0.0000201404,0.0000800573
7597,0.0000604211,0.0001052809
7613,0.0000302105,0.0001050190
7722,0.0000604211,0.0001600211
7744,0.0000229711,0.0000426669
7764,0.0000100702,0.0000562923
7765,0.0000151053,0.0000613776
7773,0.0000075526,0.0000542001
7777,0.0000120842,0.0000511522
7797,0.0000302105,0.0000596775
7898,0.0000057428,0.0000416759
7899,0.0000057428,0.0000373432
7956,0.0000302105,0.0000680137
8004,0.0000229711,0.0000364787
8127,0.0000120842,0.0001430371
8276,0.0000114855,0.0000559006
8283,0.0000229711,0.0000633795
8352,0.0000114855,0.0000526502
8364,0.0000229711,0.0000366084
8380,0.0000076570,0.0000407166
8381,0.0000114855,0.0000407106
8420,0.0000086316,0.0000955620
8424,0.0000229711,0.0000773451
8470,0.0000302105,0.0000523816
8483,0.0000302105,0.0000523816
8484,0.0000114855,0.0000246789
8503,0.0000114855,0.0000510416
8550,0.0000114855,0.0000427009
8555,0.0000076570,0.0000507600
8610,0.0000229711,0.0000499634
8624,0.0000229711,0.0001222734
8677,0.0000114855,0.0000425256
8687,0.0000114855,0.0000470077
8721,0.0000114855,0.0000478122
8760,0.0000151053,0.0000457377
8762,0.0000114855,0.0000384065
8771,0.0000229711,0.0000484652
8797,0.0000229711,0.0000457680
8817,0.0000604211,0.0000866767
8829,0.0000229711,0.0001092019
8880,0.0000229711,0.0000481548
8921,0.0000114855,0.0000552390
8978,0.0000229711,0.0000398861
8994,0.0000229711,0.0000398861
9006,0.0000229711,0.0000398861
9025,0.0000114855,0.0000396883
9042,0.0000604211,0.0001668003
9056,0.0000302105,0.0001436371
9075,0.0000604211,0.0001787907
9123,0.0000114855,0.0000545490
9124,0.0000114855,0.0001038515
9152,0.0000151828,0.0000360790
9161,0.0000229711,0.0000548456
9169,0.0000303656,0.0000386960
9273,0.0000229711,0.0001236601
9306,0.0000303656,0.0000382100
9356,0.0000229711,0.0000700704
9401,0.0000025523,0.0000426202
9404,0.0000303656,0.0000382439
9547,0.0000229711,0.0000661293
9604,0.0000229711,0.0000462110
9700,0.0000229711,0.0000504273
9715,0.0000302105,0.0001917720
9732,0.0000114855,0.0000969699
9761,0.0000303656,0.0000284871
9783,0.0000229711,0.0000820536
9796,0.0000229711,0.0000721989
9801,0.0000201404,0.0000881014
9829,0.0000229711,0.0000844490
9882,0.0000229711,0.0000632783
9897,0.0000114855,0.0001508165
9899,0.0000303656,0.0000746122
9904,0.0000057428,0.0000467982
10004,0.0000229711,0.0000728042
10039,0.0000114855,0.0000626635
10079,0.0000229711,0.0000525050
10120,0.0000229711,0.0000453165
10127,0.0000229711,0.0000533761
10138,0.0000604211,0.0002352313
10224,0.0000076570,0.0000457159
10280,0.0000604211,0.0000751703
10317,0.0000229711,0.0000918578
10429,0.0000303656,0.0000493024
10437,0.0000101219,0.0000484853
10466,0.0000604211,0.0000441975
10518,0.0000045942,0.0000885896
10554,0.0000076570,0.0000733932
10561,0.0000229711,0.0001080456
10584,0.0000114855,0.0000472158
10612,0.0000114855,0.0000484584
10623,0.0000229711,0.0000955620
10644,0.0000229711,0.0001186840
10654,0.0000229711,0.0001676799
