Node,EDDBM,Optimal
4450,0.0001064802,0.0002386288
4451,0.0001064802,0.0002386288
4464,0.0001064802,0.0002386288
4471,0.0001064802,0.0002386288
4476,0.0001064802,0.0002386288
4526,0.0000134499,0.0000517247
4545,0.0000403497,0.0000640856
4575,0.0000403497,0.0000640856
4601,0.0000538431,0.0000489550
4682,0.0000201749,0.0000929072
4686,0.0000212960,0.0001450994
4705,0.0000201749,0.0001065295
4710,0.0000403497,0.0000905611
4712,0.0000134499,0.0001058249
4738,0.0000532401,0.0001706237
4750,0.0000403497,0.0000753326
4751,0.0000403497,0.0000753326
4763,0.0000403497,0.0000841939
4788,0.0000403497,0.0000902262
4793,0.0000201749,0.0000900459
4823,0.0000201749,0.0000519481
4838,0.0000532401,0.0001755366
4851,0.0000403497,0.0000716141
4859,0.0001064802,0.0001486177
4860,0.0000532401,0.0001443959
4863,0.0000532401,0.0001229499
4872,0.0000532401,0.0001617554
4889,0.0001064802,0.0002280807
4937,0.0000538431,0.0000493698
4976,0.0001064802,0.0001486680
4981,0.0001064802,0.0001486680
4984,0.0001064802,0.0001486680
4998,0.0000057642,0.0001071159
5026,0.0000354934,0.0002374575
5098,0.0001064802,0.0001591878
5105,0.0001064802,0.0001591878
5123,0.0000532401,0.0001606020
5127,0.0000532401,0.0001605146
5143,0.0001064802,0.0001652153
5145,0.0000532401,0.0001652153
5201,0.0000532401,0.0002035971
5209,0.0001064802,0.0002550642
5257,0.0000532401,0.0002081941
5261,0.0000532401,0.0003469392
5266,0.0001064802,0.0002108350
5273,0.0000532401,0.0001874700
5281,0.0000532401,0.0002039595
5299,0.0001064802,0.0002062127
5309,0.0001064802,0.0002062127
5319,0.0000532401,0.0003229872
5371,0.0001064802,0.0003829572
5374,0.0000532401,0.0001981047
5377,0.0000532401,0.0003231238
5399,0.0000354934,0.0002450769
5403,0.0001064802,0.0004209395
5406,0.0000403497,0.0000991192
5433,0.0000201749,0.0000851846
5445,0.0000403497,0.0001828884
5482,0.0000403497,0.0001879830
5491,0.0000067250,0.0000929735
5527,0.0000100874,0.0000877719
5575,0.0000538431,0.0000609987
5582,0.0000538431,0.0000609987
5587,0.0000538431,0.0000609987
5592,0.0000538431,0.0000609987
5622,0.0000201749,0.0000690270
5624,0.0000134499,0.0001073954
5665,0.0000201749,0.0000526697
5692,0.0000403497,0.0000573741
5706,0.0000201749,0.0000601099
5765,0.0000201749,0.0000641093
5785,0.0000403497,0.0000645251
5793,0.0000201749,0.0000645251
5810,0.0000538431,0.0000944639
5813,0.0000538431,0.0000651357
5822,0.0000538431,0.0000651357
5839,0.0000134499,0.0000817289
5860,0.0000201749,0.0000683072
5929,0.0000201749,0.0001301489
5993,0.0000134499,0.0000886071
6002,0.0000201749,0.0000987126
6012,0.0000403497,0.0001080199
6041,0.0000403497,0.0002587015
6055,0.0000201749,0.0001813793
6066,0.0000403497,0.0000615570
6094,0.0000201749,0.0001423323
6096,0.0000403497,0.0001424058
6101,0.0000538431,0.0000644306
6126,0.0000403497,0.0000747967
6129,0.0000403497,0.0000747967
6155,0.0000403497,0.0000637840
6157,0.0000403497,0.0000637840
6174,0.0000403497,0.0000889793
6181,0.0000538431,0.0000715480
6190,0.0000403497,0.0001311840
6196,0.0000538431,0.0000929735
6222,0.0000403497,0.0001597076
6230,0.0000538431,0.0000486627
6233,0.0000403497,0.0000570359
6235,0.0000403497,0.0000570359
6237,0.0000201749,0.0000678604
6247,0.0000403497,0.0000680354
6265,0.0000403497,0.0000744636
6319,0.0001166801,0.0000525914
6330,0.0000134499,0.0000715376
6369,0.0000538431,0.0000815610
6391,0.0000538431,0.0000769731
6423,0.0000538431,0.0000704364
6452,0.0000538431,0.0000676099
