Node,EDDBM,Optimal
15197,0.0001012791,0.0000152776
15363,0.0000000670,0.0000147908
15464,0.0001012791,0.0000158780
15630,0.0000337597,0.0000158780
15676,0.0001012791,0.0000158780
15908,0.0001012791,0.0000156446
16432,0.0000003890,0.0000152583
16611,0.0000000223,0.0000149302
16644,0.0000002917,0.0000149774
16659,0.0000000503,0.0000148672
16771,0.0000011669,0.0000151491
16824,0.0000011669,0.0000151491
16883,0.0000002917,0.0000152942
17055,0.0000002334,0.0000150659
17138,0.0000001945,0.0000148415
17173,0.0000001297,0.0000152725
17275,0.0000001167,0.0000151963
17497,0.0000001061,0.0000149042
17498,0.0000011669,0.0000149621
17513,0.0000002917,0.0000149424
17542,0.0000011669,0.0000149621
17566,0.0000005835,0.0000149608
17803,0.0000003890,0.0000153715
17852,0.0000011669,0.0000155440
17913,0.0000000183,0.0000148818
18007,0.0000001005,0.0000148657
18077,0.0000002011,0.0000148681
18302,0.0000002011,0.0000148681
18471,0.0000011669,0.0000154486
18514,0.0000002334,0.0000152091
18665,0.0000000084,0.0000148863
19056,0.0000003890,0.0000150619
19178,0.0000002917,0.0000151072
19358,0.0000005835,0.0000150940
19629,0.0000002011,0.0000149096
19633,0.0000000972,0.0000149134
20096,0.0000011669,0.0000154196
20233,0.0000000670,0.0000148472
20256,0.0000000402,0.0000148999
20305,0.0000000168,0.0000149284
20392,0.0000002011,0.0000149674
20486,0.0000003890,0.0000152714
20495,0.0000002334,0.0000152823
20632,0.0000000670,0.0000148202
20648,0.0000003890,0.0000151636
20908,0.0000003890,0.0000151515
21194,0.0000002011,0.0000148879
21415,0.0000000335,0.0000148043
21476,0.0000000670,0.0000148264
21616,0.0000011669,0.0000153896
21647,0.0000011669,0.0000153896
21707,0.0000002917,0.0000153886
21831,0.0000005835,0.0000154520
22147,0.0000002011,0.0000149032
22158,0.0000002011,0.0000149032
22257,0.0000011669,0.0000152412
22551,0.0000000503,0.0000149305
22838,0.0000011669,0.0000153237
22956,0.0000000503,0.0000148716
23334,0.0000011669,0.0000154871
23572,0.0000002334,0.0000153823
23776,0.0000011669,0.0000152277
23856,0.0000000335,0.0000150254
23995,0.0000011669,0.0000156757
24066,0.0000000287,0.0000148664
24189,0.0000000134,0.0000148973
24202,0.0000002334,0.0000148692
24339,0.0000000402,0.0000149585
24527,0.0000000670,0.0000150092
24660,0.0000000287,0.0000149585
24796,0.0000000670,0.0000148998
24984,0.0000000503,0.0000148806
25046,0.0000011669,0.0000157485
25096,0.0000000503,0.0000148873
25263,0.0000002011,0.0000150374
26098,0.0000002011,0.0000154084
26347,0.0000337597,0.0000173392
26502,0.0000011669,0.0000161271
26542,0.0000011669,0.0000161271
26753,0.0007306027,0.0003859468
26901,0.0007306027,0.0003859468
26981,0.0007306027,0.0003859468
27003,0.0007306027,0.0003859468
27015,0.0007306027,0.0003859468
27060,0.0007306027,0.0003859468
27113,0.0007306027,0.0003859468
27115,0.0007306027,0.0003859468
27214,0.0007306027,0.0003859468
27328,0.0007306027,0.0003859468
27343,0.0007306027,0.0003859468
27713,0.0007306027,0.0003859468
27858,0.0007306027,0.0003859468
27860,0.0007306027,0.0003859468
27887,0.0007306027,0.0003859468
28055,0.0000011669,0.0000155748
28099,0.0000001005,0.0000154885
28125,0.0000002011,0.0000155051
28141,0.0000002011,0.0000155051
28187,0.0000002011,0.0000155051
28201,0.0000002011,0.0000155051
28221,0.0000002011,0.0000155051
28279,0.0000001667,0.0000148299
28481,0.0000000503,0.0000151157
28577,0.0000000670,0.0000148274
28662,0.0000002011,0.0000150252
29297,0.0000002011,0.0000151005
29592,0.0000000670,0.0000150885
29912,0.0000002011,0.0000154188
29958,0.0000000670,0.0000149067
30043,0.0000001005,0.0000153656
30330,0.0000000670,0.0000149466
30358,0.0000000503,0.0000147356
30453,0.0000000508,0.0000149347
30510,0.0000000503,0.0000149866
30588,0.0000000670,0.0000149404
30694,0.0000000508,0.0000148873
30723,0.0000001524,0.0000149306
30772,0.0000002011,0.0000154194
30904,0.0000000670,0.0000153023
30963,0.0000000251,0.0000150944
31125,0.0000001005,0.0000150388
31365,0.0000000305,0.0000149492
31372,0.0000000670,0.0000153460
31386,0.0000000251,0.0000153789
31565,0.0000000335,0.0000151116
31800,0.0000000305,0.0000150475
31846,0.0000000670,0.0000155516
31855,0.0000000670,0.0000155516
31958,0.0000000201,0.0000151705
32135,0.0000002011,0.0000153650
32449,0.0000000503,0.0000152412
32483,0.0000011669,0.0000163845
32690,0.0000001005,0.0000150740
32700,0.0000000503,0.0000152550
32784,0.0000000670,0.0000151073
32957,0.0000000074,0.0000153130
33134,0.0000000254,0.0000148783
33255,0.0000000508,0.0000150220
33371,0.0000000335,0.0000152218
33412,0.0000001945,0.0000161331
33534,0.0000000381,0.0000152304
33703,0.0000000000,0.0000000000
34012,0.0000000000,0.0000000000
34086,0.0000000000,0.0000000000
34270,0.0000000000,0.0000000000
34376,0.0000000000,0.0000000000
34880,0.0000000000,0.0000000000
34891,0.0000000000,0.0000000000
35147,0.0000000503,0.0000151450
35167,0.0000003890,0.0000200799
35297,0.0000000000,0.0000000000
35328,0.0000000000,0.0000000000
35422,0.0000000000,0.0000000000
35434,0.0000000981,0.0000148976
35655,0.0000000000,0.0000000000
35663,0.0000000000,0.0000000000
35752,0.0000000000,0.0000000000
36045,0.0000000000,0.0000000000
36084,0.0000002011,0.0000156944
36109,0.0000001005,0.0000156249
36243,0.0000000000,0.0000000000
36273,0.0000000000,0.0000000000
36277,0.0000000000,0.0000000000
36284,0.0000000000,0.0000000000
36540,0.0000000000,0.0000000000
36587,0.0000000000,0.0000000000
