# Synthetic graph: as-22july06 synthetic equivalent (BA model n=22963 m=2)
# Nodes: 22963  Edges: 45923
# FromNodeId	ToNodeId
2	1596
2	1665
2	1679
2	1736
2	1927
2	1934
2	1952
2	2060
2	2147
2	2151
2	2157
2	2196
2	2224
2	2293
2	2495
2	2537
2	2540
2	2549
2	2626
2	2679
2	2698
2	2835
2	2864
2	3201
2	3221
2	3247
2	3348
2	3398
2	3442
2	3520
2	3651
2	3687
2	3689
2	3706
2	3762
2	3768
2	3812
2	3869
2	3893
2	3922
2	4090
2	4101
2	4109
2	4122
2	4242
2	4259
2	4360
2	4392
2	4486
2	4519
2	4577
2	4616
2	4635
2	4690
2	4723
2	4771
2	4854
2	4898
2	4919
2	4921
2	5023
2	5059
2	5067
2	5085
2	5125
2	5145
2	5159
2	5213
2	5251
2	5271
2	5291
2	5312
2	5401
2	5416
2	5651
2	5657
2	6210
2	6304
2	6668
2	6893
2	6993
2	6997
2	7018
2	7020
2	7170
2	7234
2	7295
2	7411
2	7434
2	7493
2	7513
2	7514
2	7678
2	7756
2	7824
2	7847
2	7983
2	8133
2	8156
2	8237
2	8342
2	8400
2	8509
2	8563
2	8590
2	8615
2	9022
2	9147
2	9278
2	9283
2	9368
2	9474
2	9561
2	9592
2	9837
2	10059
2	10083
2	10093
2	10101
2	10237
2	10264
2	10344
2	10360
2	10364
2	10828
2	10882
2	10892
2	11153
2	11245
2	11514
2	11647
2	11707
2	11787
2	11834
2	11990
2	12000
2	12131
2	12524
2	12778
2	12785
2	12814
2	12847
2	13031
2	13103
2	13117
2	13384
2	13532
2	13621
2	13645
2	13719
2	13861
2	13888
2	13893
2	13961
2	14039
2	14220
2	14396
2	14462
2	14582
2	14769
2	14779
2	14896
2	14916
2	15230
2	15299
2	15555
2	15708
2	15837
2	16156
2	16159
2	16328
2	16487
2	16806
2	16834
2	16856
2	17140
2	17190
2	17372
2	17416
2	17455
2	17799
2	17870
2	17937
2	18034
2	18066
2	18127
2	18163
2	18274
2	18333
2	18455
2	18620
2	18711
2	19149
2	19299
2	19304
2	19345
2	19370
2	19455
2	19482
2	19525
2	19666
2	20448
2	20542
2	21232
2	21263
2	21384
2	21425
2	21665
2	21868
2	21976
2	22189
2	22250
2	22444
2	22543
2	22921
3	6
3	12
3	29
3	42
3	49
3	105
3	109
3	117
3	158
3	192
3	207
3	214
3	222
3	298
3	305
3	348
3	426
3	437
3	469
3	543
3	556
3	628
3	660
3	687
3	726
3	741
3	761
3	795
3	832
3	842
3	885
3	971
3	989
3	1002
3	1062
3	1073
3	1162
3	1183
3	1242
3	1289
3	1335
3	1398
3	1417
3	1457
3	1473
3	1510
3	1530
3	1636
3	1759
3	1776
3	1843
3	2024
3	2070
3	2137
3	2189
3	2306
3	2335
3	2444
3	2543
3	2751
3	2932
3	2976
3	2999
3	3053
3	3174
3	3217
3	3330
3	3482
3	3637
3	3692
3	3695
3	3761
3	3826
3	4094
3	4113
3	4232
3	4256
3	4645
3	4765
3	4819
3	4820
3	4938
3	5230
3	5244
3	5426
3	5436
3	5612
3	5773
3	5883
3	5988
3	6602
3	6606
3	6679
3	6901
3	6981
3	7253
3	7293
3	7698
3	7948
3	8129
3	8209
3	8307
3	8424
3	8429
3	8764
3	9044
3	9481
3	9680
3	9872
3	9945
3	10072
3	10119
3	10134
3	10137
3	10411
3	10454
3	10507
3	10606
3	10635
3	10671
3	11072
3	11598
3	11771
3	12176
3	12455
3	12545
3	12546
3	12707
3	12793
3	12843
3	12886
3	13133
3	13203
3	13371
3	13655
3	14811
3	15860
3	16134
3	16180
3	16219
3	16364
3	16503
3	16596
3	17437
3	17468
3	17640
3	18043
3	18221
3	18316
3	18547
3	18966
3	19079
3	19279
3	19282
3	19388
3	19474
3	19514
3	19571
3	19998
3	20031
3	20108
3	20186
3	21392
3	21492
3	21536
3	21557
4	5
4	6
4	7
4	8
4	9
4	12
4	13
4	14
4	15
4	16
4	19
4	21
4	22
4	24
4	26
4	38
4	44
4	45
4	50
4	51
4	57
4	63
4	65
4	67
4	79
4	88
4	90
4	91
4	102
4	112
4	123
4	128
4	131
4	139
4	140
4	143
4	147
4	153
4	154
4	175
4	180
4	184
4	206
4	211
4	219
4	245
4	250
4	265
4	281
4	284
4	310
4	316
4	353
4	359
4	372
4	387
4	421
4	424
4	427
4	444
4	452
4	486
4	502
4	539
4	547
4	558
4	559
4	568
4	581
4	587
4	592
4	597
4	630
4	654
4	703
4	705
4	707
4	714
4	749
4	779
4	785
4	796
4	808
4	846
4	941
4	942
4	984
4	1081
4	1102
4	1169
4	1171
4	1180
4	1188
4	1239
4	1262
4	1266
4	1308
4	1317
4	1337
4	1338
4	1346
4	1394
4	1417
4	1423
4	1494
4	1517
4	1520
4	1532
4	1584
4	1600
4	1603
4	1666
4	1769
4	1782
4	1788
4	1791
4	1795
4	1832
4	1917
4	1938
4	1959
4	2088
4	2117
4	2132
4	2152
4	2159
4	2166
4	2222
4	2250
4	2268
4	2287
4	2294
4	2343
4	2385
4	2404
4	2452
4	2458
4	2462
4	2466
4	2475
4	2524
4	2554
4	2556
4	2569
4	2678
4	2711
4	2749
4	2772
4	2787
4	2789
4	2807
4	2876
4	2884
4	2943
4	3047
4	3104
4	3134
4	3149
4	3167
4	3237
4	3250
4	3251
4	3295
4	3409
4	3411
4	3414
4	3437
4	3483
4	3654
4	3685
4	3714
4	3860
4	3992
4	4000
4	4143
4	4160
4	4168
4	4292
4	4303
4	4319
4	4322
4	4332
4	4364
4	4375
4	4395
4	4436
4	4463
4	4538
4	4576
4	4630
4	4691
4	4718
4	4719
4	4783
4	4796
4	4803
4	4861
4	4948
4	5065
4	5105
4	5194
4	5233
4	5280
4	5301
4	5339
4	5469
4	5504
4	5592
4	5643
4	5659
4	5710
4	5713
4	5747
4	5765
4	5770
4	5790
4	5880
4	5881
4	5918
4	5934
4	5972
4	6077
4	6126
4	6166
4	6293
4	6302
4	6421
4	6599
4	6676
4	6713
4	6749
4	6869
4	6940
4	6950
4	7001
4	7245
4	7292
4	7337
4	7390
4	7415
4	7423
4	7424
4	7427
4	7435
4	7473
4	7501
4	7603
4	7615
4	7621
4	7668
4	7673
4	7831
4	7842
4	7902
4	7911
4	7945
4	7965
4	8064
4	8071
4	8146
4	8215
4	8233
4	8294
4	8472
4	8499
4	8508
4	8657
4	8744
4	8750
4	8776
4	8797
4	8895
4	8912
4	8979
4	9067
4	9075
4	9099
4	9125
4	9137
4	9152
4	9196
4	9283
4	9472
4	9476
4	9483
4	9495
4	9565
4	9627
4	9655
4	9681
4	9688
4	9823
4	9875
4	9895
4	9970
4	9973
4	10068
4	10099
4	10124
4	10191
4	10335
4	10369
4	10418
4	10496
4	10552
4	10614
4	10630
4	10645
4	10686
4	10718
4	11089
4	11190
4	11335
4	11401
4	11414
4	11562
4	11651
4	11735
4	11751
4	11966
4	12208
4	12228
4	12282
4	12338
4	12597
4	12656
4	12733
4	12767
4	12838
4	12955
4	13033
4	13114
4	13183
4	13185
4	13269
4	13310
4	13350
4	13382
4	13449
4	13553
4	13638
4	13671
4	13769
4	13933
4	13941
4	13968
4	14044
4	14080
4	14655
4	14887
4	14932
4	15089
4	15184
4	15293
4	15414
4	15470
4	15886
4	15948
4	15963
4	16007
4	16053
4	16078
4	16153
4	16339
4	16571
4	16624
4	16625
4	16680
4	16705
4	16774
4	16777
4	16825
4	17101
4	17216
4	17322
4	17407
4	17675
4	17717
4	17900
4	18021
4	18069
4	18137
4	18141
4	18172
4	18329
4	18365
4	18384
4	18389
4	18436
4	18440
4	18531
4	18798
4	18927
4	18928
4	19109
4	19215
4	19363
4	19371
4	19465
4	19471
4	19539
4	19625
4	19729
4	19753
4	19956
4	19987
4	20035
4	20154
4	20330
4	20341
4	20388
4	20442
4	20558
4	20597
4	20649
4	20816
4	21200
4	21300
4	21458
4	21486
4	21541
4	21723
4	21907
4	22234
4	22342
4	22429
4	22490
4	22508
4	22551
4	22574
4	22737
4	22755
4	22782
4	22798
4	22872
5	7
5	10
5	29
5	34
5	40
5	68
5	92
5	187
5	212
5	245
5	285
5	324
5	339
5	464
5	522
5	590
5	671
5	961
5	1103
5	1106
5	1303
5	1325
5	1466
5	1489
5	1867
5	2200
5	2618
5	3288
5	4225
5	4498
5	4705
5	4722
5	4899
5	4938
5	5132
5	5870
5	6341
5	6717
5	6736
5	7059
5	7700
5	7731
5	7991
5	8598
5	8829
5	8903
5	9223
5	10165
5	10255
5	11104
5	11290
5	11665
5	12628
5	14751
5	15176
5	16360
5	16643
5	18353
5	19152
5	19542
5	19698
5	19830
5	19929
5	21099
5	21231
5	21320
5	22665
6	134
6	193
6	218
6	224
6	471
6	591
6	834
6	866
6	1186
6	1214
6	1293
6	1735
6	1901
6	1987
6	2431
6	2921
6	3054
6	3263
6	3603
6	3983
6	5015
6	5118
6	5907
6	5957
6	5974
6	7065
6	7194
6	7971
6	9028
6	9721
6	10022
6	10588
6	10626
6	10829
6	11781
6	11845
6	12643
6	13741
6	14645
6	16113
6	17077
6	17080
6	17259
6	18104
6	19270
6	19840
6	20515
6	20603
7	70
7	189
7	1704
7	3487
7	4948
7	6504
7	7585
7	7965
7	8181
7	15167
7	22203
8	11
8	19
8	42
8	53
8	60
8	64
8	91
8	135
8	192
8	214
8	349
8	354
8	363
8	396
8	482
8	490
8	536
8	545
8	784
8	802
8	1033
8	1075
8	1194
8	1230
8	1638
8	1750
8	1892
8	2015
8	2143
8	2376
8	2505
8	2530
8	2546
8	2800
8	2853
8	2922
8	2967
8	3028
8	3344
8	3425
8	3478
8	3627
8	4480
8	4494
8	4554
8	4601
8	4816
8	4873
8	4983
8	5115
8	5275
8	5906
8	6247
8	6293
8	6360
8	6546
8	6569
8	6972
8	7301
8	7607
8	7831
8	7868
8	8070
8	8201
8	8270
8	8428
8	8534
8	8973
8	9133
8	9241
8	9590
8	10969
8	11463
8	11995
8	12159
8	12597
8	12693
8	12985
8	13281
8	13564
8	13812
8	13980
8	14089
8	15159
8	15903
8	16987
8	17846
8	17896
8	17982
8	18400
8	18560
8	19513
8	19527
8	20367
8	20748
8	21056
8	21493
8	21804
8	21916
8	22141
8	22918
8	22920
8	22956
9	11
9	32
9	44
9	106
9	124
9	185
9	249
9	274
9	385
9	413
9	481
9	692
9	810
9	813
9	815
9	1026
9	1044
9	1060
9	1061
9	1124
9	1310
9	1365
9	1491
9	1500
9	1564
9	1617
9	1631
9	1808
9	1848
9	1957
9	2019
9	2022
9	2357
9	2406
9	2648
9	2774
9	2824
9	2884
9	2913
9	3251
9	3784
9	3799
9	3947
9	4133
9	4401
9	4492
9	4772
9	5439
9	5589
9	5658
9	5661
9	6018
9	6169
9	6238
9	6752
9	7177
9	7690
9	7773
9	7882
9	8472
9	8732
9	8740
9	9450
9	9654
9	9656
9	10219
9	10316
9	10799
9	10821
9	11153
9	11908
9	12367
9	12427
9	12650
9	12768
9	12976
9	13068
9	14260
9	14344
9	15028
9	15428
9	15879
9	16047
9	16451
9	16487
9	16709
9	16957
9	17135
9	18208
9	18220
9	18414
9	19721
9	19771
9	19908
9	20284
9	20906
9	21226
9	21929
9	22598
9	22815
10	38
10	39
10	104
10	277
10	1404
10	1882
10	2091
10	3270
10	3677
10	4217
10	4999
10	5822
10	6166
10	6201
10	6565
10	8897
10	9981
10	10689
10	11947
10	13903
10	16605
10	16755
10	19661
10	21659
10	21883
10	22541
11	23
11	37
11	107
11	115
11	169
11	425
11	450
11	565
11	881
11	945
11	1119
11	1138
11	1753
11	1865
11	2113
11	2351
11	2408
11	2465
11	2763
11	3186
11	3229
11	3292
11	3491
11	3912
11	4358
11	4471
11	4864
11	5150
11	5866
11	5966
11	6087
11	6218
11	6307
11	6316
11	6343
11	6756
11	7025
11	7162
11	7569
11	8538
11	8599
11	9043
11	10278
11	10807
11	11072
11	11650
11	12355
11	14189
11	14773
11	15099
11	15105
11	15118
11	15331
11	15602
11	15992
11	16380
11	16519
11	16621
11	16962
11	17333
11	17738
11	19188
11	19407
11	20360
11	20498
11	21276
11	21290
11	21900
11	22228
11	22614
12	23
12	41
12	170
12	347
12	653
12	1700
12	2460
12	2940
12	3274
12	3404
12	4168
12	5370
12	5425
12	6117
12	8056
12	9305
12	13279
12	14083
12	14261
12	16578
12	16888
12	19383
12	21173
13	22
13	33
13	82
13	240
13	426
13	441
13	670
13	791
13	901
13	973
13	1187
13	1623
13	2261
13	2432
13	2629
13	2933
13	3077
13	3325
13	4188
13	4342
13	4511
13	4720
13	4851
13	4970
13	5092
13	5730
13	5826
13	5876
13	6054
13	6395
13	7303
13	7886
13	9963
13	10174
13	12168
13	13088
13	13775
13	14402
13	16009
13	16914
13	21056
13	22646
13	22859
14	61
14	233
14	409
14	607
14	897
14	2829
14	3615
14	4043
14	4641
14	5586
14	5659
14	7066
14	7685
14	8844
14	13249
14	13305
14	19078
14	20133
14	20924
14	21752
14	22354
14	22438
14	22760
15	26
15	46
15	76
15	208
15	259
15	304
15	723
15	914
15	965
15	1053
15	1059
15	1594
15	1638
15	1918
15	2040
15	3131
15	3301
15	3430
15	3778
15	3963
15	4272
15	4863
15	4917
15	4929
15	5579
15	6310
15	6655
15	6666
15	7296
15	7673
15	7863
15	8320
15	8476
15	9248
15	9329
15	9458
15	10076
15	10957
15	11941
15	12240
15	12360
15	12821
15	13334
15	13667
15	14138
15	15331
15	15665
15	15901
15	16171
15	16375
15	17466
15	18191
15	19709
15	20155
15	21164
16	17
16	27
16	36
16	41
16	66
16	88
16	105
16	109
16	184
16	199
16	206
16	230
16	327
16	332
16	346
16	375
16	449
16	461
16	495
16	668
16	699
16	789
16	804
16	824
16	900
16	977
16	1001
16	1065
16	1116
16	1160
16	1487
16	1800
16	1917
16	2131
16	2165
16	2300
16	2588
16	2665
16	3256
16	3432
16	3566
16	3780
16	4012
16	4162
16	4189
16	4194
16	4378
16	4696
16	4712
16	4775
16	4838
16	5458
16	5813
16	6017
16	6178
16	6340
16	6380
16	6406
16	6524
16	7183
16	7255
16	7861
16	8387
16	8447
16	8473
16	8544
16	8706
16	8761
16	9643
16	9645
16	9754
16	9843
16	10066
16	10447
16	10798
16	11067
16	12239
16	12965
16	13045
16	13734
16	14572
16	14993
16	15986
16	16066
16	16159
16	17026
16	18150
16	20709
16	20776
16	20912
16	20960
16	21301
16	22120
16	22857
17	18
17	20
17	28
17	64
17	65
17	87
17	132
17	174
17	176
17	202
17	207
17	226
17	286
17	290
17	297
17	344
17	352
17	394
17	399
17	460
17	511
17	544
17	569
17	579
17	599
17	608
17	620
17	656
17	703
17	732
17	742
17	818
17	855
17	966
17	976
17	1078
17	1170
17	1204
17	1246
17	1320
17	1324
17	1371
17	1373
17	1470
17	1556
17	1667
17	1701
17	1747
17	1811
17	1828
17	1841
17	1894
17	2120
17	2182
17	2244
17	2380
17	2381
17	2542
17	2649
17	2820
17	2863
17	2869
17	2905
17	2916
17	2950
17	2993
17	3009
17	3105
17	3122
17	3351
17	3496
17	3520
17	3649
17	3745
17	4103
17	4238
17	4304
17	4435
17	4600
17	4603
17	4625
17	4715
17	4771
17	4827
17	4901
17	4991
17	4994
17	5033
17	5093
17	5276
17	5531
17	5562
17	5580
17	5858
17	6080
17	6192
17	6247
17	6253
17	6270
17	6292
17	6305
17	6372
17	6479
17	7028
17	7221
17	7254
17	7260
17	7267
17	7338
17	7363
17	7398
17	7544
17	7812
17	8041
17	8085
17	8158
17	8356
17	8432
17	8572
17	8814
17	8951
17	8989
17	9034
17	9085
17	9277
17	9289
17	9356
17	9380
17	9578
17	9607
17	9632
17	9669
17	9848
17	9929
17	10189
17	10354
17	10371
17	10389
17	10503
17	10764
17	10816
17	11027
17	11223
17	11318
17	11374
17	11637
17	11754
17	12054
17	12134
17	12244
17	12252
17	12473
17	12695
17	12723
17	12900
17	13191
17	13235
17	13291
17	13425
17	13475
17	13676
17	13745
17	13773
17	14065
17	14263
17	14304
17	14589
17	14647
17	14888
17	15057
17	15221
17	15415
17	15554
17	15641
17	16116
17	16350
17	16869
17	17211
17	17288
17	17509
17	17638
17	17642
17	17650
17	17714
17	17782
17	18203
17	18284
17	18374
17	18480
17	18665
17	18953
17	19224
17	19955
17	20368
17	20793
17	21220
17	21432
17	21475
17	21476
17	21630
17	22115
17	22555
18	69
18	80
18	117
18	143
18	153
18	228
18	283
18	323
18	335
18	431
18	551
18	612
18	637
18	674
18	683
18	704
18	721
18	739
18	797
18	816
18	849
18	904
18	928
18	953
18	1136
18	1211
18	1258
18	1360
18	1474
18	1679
18	1711
18	1916
18	2072
18	2471
18	2579
18	2585
18	2736
18	2769
18	3064
18	3079
18	3266
18	3466
18	3556
18	3667
18	3683
18	3969
18	4303
18	4364
18	4446
18	4549
18	4567
18	4764
18	5070
18	5262
18	5499
18	6494
18	6548
18	6634
18	6844
18	7312
18	7380
18	7873
18	8256
18	8553
18	8721
18	8756
18	8793
18	9830
18	10001
18	10370
18	10964
18	11802
18	12181
18	12809
18	12866
18	12941
18	13078
18	13205
18	14222
18	14345
18	14824
18	15327
18	15642
18	15855
18	16426
18	16467
18	16472
18	18160
18	18576
18	18892
18	19592
18	19629
18	19648
18	19686
18	21755
18	22245
18	22401
18	22650
19	35
19	43
19	55
19	84
19	233
19	284
19	304
19	384
19	566
19	603
19	728
19	893
19	1387
19	1456
19	1470
19	1686
19	1925
19	2941
19	3831
19	4051
19	4902
19	5197
19	5791
19	5945
19	6236
19	6790
19	7483
19	7863
19	7955
19	8203
19	9820
19	9897
19	10715
19	11401
19	11661
19	11768
19	12004
19	12311
19	13043
19	13152
19	13447
19	16639
19	18627
19	18642
19	19112
19	19736
19	19863
19	20146
19	20538
19	22308
19	22309
20	215
20	243
20	371
20	406
20	409
20	443
20	694
20	952
20	1248
20	1261
20	1290
20	1326
20	1556
20	2683
20	3128
20	4992
20	6097
20	7279
20	7298
20	7329
20	8109
20	8435
20	9187
20	9321
20	9650
20	11069
20	11894
20	12919
20	14298
20	15310
20	19084
20	19808
20	22122
21	45
21	52
21	75
21	95
21	100
21	113
21	121
21	136
21	189
21	191
21	258
21	424
21	496
21	700
21	711
21	746
21	873
21	886
21	889
21	974
21	980
21	995
21	1060
21	1098
21	1143
21	1185
21	1229
21	1429
21	1432
21	1641
21	1783
21	2131
21	2149
21	2176
21	2190
21	2506
21	2966
21	3049
21	3075
21	3162
21	3241
21	3344
21	3438
21	3701
21	3715
21	3855
21	4007
21	4030
21	4249
21	4448
21	4466
21	4619
21	5000
21	5146
21	5246
21	5824
21	6111
21	6282
21	7060
21	7078
21	7431
21	7577
21	7744
21	8451
21	8455
21	8875
21	9355
21	9838
21	10144
21	10187
21	10276
21	10514
21	10531
21	10569
21	11017
21	11079
21	11398
21	11464
21	11933
21	12229
21	12934
21	13323
21	13403
21	13538
21	13681
21	13692
21	14571
21	14640
21	14871
21	14964
21	15049
21	15817
21	15895
21	16062
21	16071
21	16881
21	17112
21	17360
21	18041
21	19331
21	19433
21	20119
21	20358
21	21497
21	21931
21	22809
22	34
22	50
22	99
22	102
22	127
22	179
22	264
22	269
22	320
22	373
22	377
22	432
22	542
22	593
22	1342
22	1899
22	2575
22	2601
22	2699
22	3317
22	3998
22	4105
22	4186
22	4293
22	4732
22	4907
22	5245
22	6276
22	6359
22	6690
22	6779
22	7250
22	7623
22	8180
22	9245
22	9516
22	9660
22	9750
22	10040
22	10220
22	11050
22	11445
22	11592
22	11846
22	12533
22	12968
22	13270
22	13374
22	13441
22	13974
22	14298
22	15062
22	15115
22	15241
22	15562
22	15905
22	16047
22	16862
22	16984
22	17359
22	18666
22	18767
22	19111
22	19966
22	21971
22	21999
22	22071
22	22207
22	22442
22	22733
23	507
23	850
23	903
23	1352
23	1405
23	2655
23	4244
23	5723
23	6633
23	9642
23	9876
23	11652
23	15500
23	15881
23	16113
23	17470
24	27
24	52
24	53
24	54
24	126
24	187
24	238
24	254
24	429
24	517
24	532
24	575
24	622
24	642
24	833
24	1009
24	1175
24	1498
24	1504
24	1552
24	1957
24	2303
24	2457
24	2527
24	2597
24	2599
24	4435
24	4569
24	5191
24	5235
24	5661
24	5934
24	6428
24	6741
24	7370
24	8459
24	9816
24	10668
24	10707
24	10916
24	11773
24	12580
24	12809
24	12894
24	13493
24	13503
24	13723
24	14456
24	15268
24	15508
24	15877
24	16438
24	16740
24	17173
24	17518
24	17772
24	20117
24	20154
24	21629
24	22412
25	48
25	149
25	155
25	183
25	246
25	520
25	753
25	783
25	850
25	1144
25	1448
25	1486
25	1559
25	1705
25	1758
25	2104
25	2235
25	3193
25	3481
25	3805
25	4220
25	4518
25	4766
25	5693
25	6833
25	7388
25	8342
25	8913
25	11264
25	12074
25	12651
25	13406
25	14757
25	15348
25	16005
25	17536
25	17681
25	17782
25	19975
25	20324
25	20757
25	20894
25	20901
25	21059
25	21956
26	129
26	220
26	252
26	797
